idx,x,y
0,0.6567583558413359,166.02357319719604
1,0.8905938532665081,136.99398901297806
2,1.1727571355643063,214.2770434553355
3,1.9406160150797769,160.1503684739859
4,2.106924487851658,184.7240224062944
5,2.242633033545882,232.01755001944215
6,2.4152285261147544,171.46988655782977
7,2.6833065940895517,230.87991792609017
8,2.707744847238014,176.2924968148982
9,2.790505272209143,252.31328365568288
10,3.2556663721893253,246.54138828960222
11,3.264716468771578,183.66439645124532
12,3.2767419136451315,192.70085154995468
13,3.7109960249918084,171.06780621665968
14,3.7342420520759534,207.18678149626842
15,3.737648292742035,240.40784965516463
16,4.284015608615133,149.57771212642672
17,5.178849243592132,232.3696380305227
18,5.178865815432143,153.92116003415677
19,5.265304565574724,170.17304400910092
20,5.523160561130003,137.7065263967765
21,5.689780863130767,273.9575835413019
22,5.7066739564664015,202.33989335514943
23,5.722429373411497,208.85246474526932
24,5.72754780013629,176.6223328479525
25,5.899169583374331,237.6387918239514
26,6.056872711031169,126.69165734461482
27,6.7141762016320605,201.2689988826004
28,6.782291041631527,277.57448065510266
29,7.242816585725342,186.99025038211764
30,8.097559055766146,201.00504199509757
31,8.16818172146383,223.93656385248812
32,8.1874432672695,172.00859855862828
33,8.234377140060701,201.21129955165966
34,8.978659346426387,234.08376467287877
35,9.290393731109848,207.26822331974944
36,9.445341278388252,213.45681414437422
37,9.755680524728305,188.25757967015676
38,10.265064703491532,211.55929029858794
39,10.415124088784978,202.47255427175733
40,10.575845903728066,251.45606359777676
41,11.388936969245368,225.92325467193288
42,11.675935814840388,192.0549330952843
43,11.79402554250586,114.95126486117299
44,12.110159348689532,225.65578340243093
45,12.412398993161823,227.0549187632863
46,12.718391585116118,168.54414034624946
47,12.721449195000623,130.69317769404705
48,13.26104065532685,160.69980507230872
49,13.298356451430848,233.08152444512893
50,13.58528941292736,163.41191224566847
51,13.690928123799573,184.6011662349382
52,13.818922317347715,208.40473819196862
53,14.020982062099453,243.55392846386107
54,14.142421464912736,200.07161949596608
55,14.271189684610608,197.20000304924812
56,14.69417185273314,181.52497915221883
57,15.072778530416663,257.826486523088
58,15.106037624665891,238.06356485824676
59,15.132176737622128,197.4272896736246
60,15.432476950503315,151.89135579190062
61,15.54690756039867,173.11721240009
62,15.845952055124958,221.0741549731626
63,15.913393803840826,175.54395120447649
64,16.260853140882993,232.0425960061137
65,16.572026178860334,213.47965001734642
66,16.98845970023266,211.09222171016546
67,17.016047011542135,223.72136951744517
68,17.49040910997135,218.32509512807513
69,17.53818584308664,170.945695390499
70,17.890534259600077,189.49047565885397
71,17.981383286547192,282.79263219020424
72,18.336137926127538,158.64182688403184
73,18.37154679003461,184.3095037546597
74,18.54574512516627,238.22671348791397
75,18.66287488120555,195.35902510470214
76,19.016037830180355,172.52652984581744
77,19.06500695194491,154.64216788444736
78,19.29501318522775,219.7257280049778
79,19.699886172345195,236.68123063206997
80,19.877680515251186,249.99015879261702
81,20.1606115479539,202.89062843311282
82,20.215573356146876,237.58535250333554
83,20.43190854432442,164.86865926318524
84,20.595096894906796,206.91050278784235
85,21.07535444389108,177.34522332328788
86,21.359939911879454,207.1523562067033
87,21.598647662926073,227.3549111873351
88,22.236884527759294,238.55226017745062
89,22.307948497007125,166.46867987293913
90,22.645406232983056,245.49432227971067
91,23.42065544410832,184.56751460641388
92,23.546975817706816,165.2767012202539
93,23.89503751431277,195.22360408123743
94,24.053777925840848,150.013343381195
95,24.499739253265318,201.38522384799992
96,25.00150416388469,211.38972008314812
97,25.074277741608753,194.2407609582883
98,25.19687080176036,220.025607709724
99,25.393127256262083,190.2558194256541
100,25.434123583000346,201.41349217896223
101,25.70239452827927,150.86187383755828
102,25.791292595461535,202.7830904881884
103,26.302024373617172,171.52882696922643
104,26.452230317890457,185.58036041849357
105,26.702350086284632,198.0563503508707
106,27.28379283911142,208.04840678128934
107,27.414911689276565,143.73744856289022
108,27.932550157694024,146.67671023158744
109,28.67956134594152,190.86485123861024
110,29.105271976059278,218.0587714503648
111,30.035232915902156,214.11021126096435
112,30.18654917788799,232.75664269203983
113,30.288833931601978,247.05211796519657
114,30.35029438411163,218.89268119377004
115,30.85983998789532,200.8478125525708
116,31.212260251859192,165.4595899493186
117,31.854038404513506,168.48032963501393
118,32.082888409028286,185.25317791533115
119,32.2698244928753,210.9755224570225
120,32.44418891396006,209.3479531073643
121,32.55832664519298,201.776447790094
122,32.86381242791525,196.2978975929847
123,33.02392466573567,223.71856513392908
124,33.02448147910453,208.9428591627032
125,33.0464536945555,212.07696074976133
126,33.33923511124659,212.46226092281498
127,33.911048523531775,182.57529895676282
128,34.0765678925955,165.6245151625637
129,34.38970025083832,218.90895777014305
130,34.740744395466486,216.32249513800164
131,35.18020857235427,194.05809829602333
132,35.21762656722971,187.2099486786658
133,35.23670122600131,281.50667682093086
134,35.3022165799054,175.1927942942724
135,35.62379098386459,194.16714603118157
136,35.68027877359614,211.07684217226424
137,35.96963979745371,161.40041181749737
138,36.521378848930695,205.92932777600487
139,36.729612251793164,264.7576998426139
140,36.82215324884397,234.5264946083159
141,37.45940927929814,223.99998221066284
142,37.47447952693705,222.60870148943536
143,38.05728669123909,205.82161191369556
144,38.25665051174943,235.45658611029572
145,38.55432720069374,196.47255453118433
146,38.631309889025744,187.13333636004114
147,38.98584103304537,205.52078565027972
148,39.00240096696683,233.64950119078378
149,39.20257898870605,213.52502462574878
150,39.37246249765036,225.57748627203344
151,39.60557808863185,131.13610634726763
152,39.68641845900001,243.74132976807473
153,39.79655952194372,283.9108883264662
154,40.5288598947765,248.7480847643863
155,40.58004776776247,190.91230464640785
156,41.4634721534729,172.3776587252762
157,41.72146572610114,211.79732142520453
158,41.72205864536971,167.5419477451671
159,42.00035784958156,227.49852185602518
160,42.00602827312561,183.71093537045044
161,42.349829056896546,235.7407202139816
162,42.661604947846655,249.80784426914767
163,42.76255319178335,131.0093106562831
164,43.209173868358434,212.4076890730731
165,43.28179441370417,177.72424743830672
166,43.773487547726916,152.8463764697286
167,43.94200796138337,180.5900983546605
168,43.97582116851018,194.53610526895542
169,44.27375428003888,238.3927411562451
170,44.490972206499336,148.97529428918747
171,45.65688475530394,239.0612847882778
172,45.83008455570747,272.9237061436801
173,45.87940425227111,223.20440751970733
174,45.88513104194858,221.4022002923805
175,46.03374351284384,201.83189557877705
176,46.20021114467632,161.1836023026481
177,46.40571509782121,221.03924220925347
178,46.457929364644656,215.7638584150036
179,46.65223795388718,227.93836373732938
180,47.11316281870281,292.2650703508168
181,49.08082975988959,227.92637438897637
182,49.44732071160585,217.3722748202563
183,49.471939752063435,257.141193235545
184,49.61920292005762,155.39839807155286
185,49.665293041604606,162.4886733744173
186,49.82068882882662,189.35880717434014
187,50.048411735592936,179.57989619372168
188,50.087028863039066,226.79201909255733
189,50.26095136509634,191.40260497641177
190,50.70405527227051,263.43288719838876
191,50.7096459660612,255.751141998723
192,50.80210826358689,229.49259205673889
193,50.89000893327644,189.0347880362108
194,51.323655004931744,224.15945237945604
195,51.36676305431631,230.95541518382885
196,51.536087475714254,165.24679678176298
197,52.39175701770837,214.82687846902763
198,53.28906433272573,227.37843573086442
199,53.406731328079275,210.24656628510857
200,53.86062041535267,257.6818856566998
201,54.324785385753806,245.21194430878347
202,54.4929731938405,173.82926550419234
203,54.53529088321374,207.0836464010221
204,54.819248471438264,173.49755212450975
205,55.24100569728163,223.04650844232162
206,55.35346525769047,172.4174861126936
207,56.44305862372112,235.13804743390077
208,56.70669240192095,216.42041364361643
209,56.708135295254536,236.81461727048563
210,56.77436239291678,197.76075652894087
211,56.948821118905755,151.87717918990967
212,57.000547850861615,264.6542587551823
213,57.14915343670257,196.81755987328847
214,57.29588108451211,251.04894621781753
215,57.437225484231135,217.92824307130698
216,57.48653075687926,226.46125757528367
217,57.56910599965948,266.9196743009946
218,57.7835172763066,214.79741142769726
219,59.00016743630121,251.95810412933113
220,59.175415775264085,151.00737636178525
221,59.25164234550362,233.45108735327034
222,59.65988001432254,194.51694626415534
223,59.73003695684787,198.29414420860857
224,60.24569461905682,203.31735743384698
225,61.03714745275723,215.18030645865664
226,61.05605177496598,261.05341931188974
227,61.15941603261976,138.1780118019139
228,61.86541815637414,204.63467714803204
229,62.45391286090318,178.04564785329146
230,62.483047141302485,243.92764252132582
231,63.025358052273496,188.34305648985966
232,63.06571460013566,219.14023743297398
233,63.08570914712852,189.24165335569398
234,63.17958568504067,226.54103208018452
235,63.2739249270039,238.68181269521452
236,63.352195637996985,189.2586104175193
237,63.851631348467606,204.91022470585023
238,63.9353833976436,153.48416250834845
239,64.21200016610362,213.89959255196575
240,64.80480554575641,233.20961799024482
241,65.02189015755422,183.81191855281347
242,65.04765168895399,242.46507757151178
243,65.30561376413036,130.6994184661022
244,65.31495115016983,138.46900695212798
245,65.79330471177636,154.70118155894193
246,65.92438214042384,186.32840173665818
247,65.99744150528453,203.95152123926027
248,66.03092069011652,200.54128680888908
249,66.06740867991113,200.9551522588302
250,66.09503096879676,228.62991228666206
251,66.16252308545367,186.78393163269746
252,66.39821850327898,159.094766607987
253,66.58074477415354,159.7964891233959
254,66.6707268721104,277.2768120799532
255,66.71674712539865,121.01176806001442
256,66.8205817615034,197.16952840737116
257,66.85409539057329,254.36944725902765
258,67.05163812025805,220.27037871986482
259,67.47626056809375,174.3393458339845
260,67.60352527406066,203.4566854922299
261,67.97618691697637,233.63596715643953
262,68.45007917246227,245.707711389629
263,68.6597361587985,171.95604416119144
264,68.71535212186153,230.05180355795449
265,69.1018580599595,212.29261312786144
266,69.41202325540985,242.12476964849486
267,69.46179083288551,252.13762828019566
268,69.54783367169848,191.46170052523885
269,69.87886618729245,152.75819866643673
270,70.17324165029304,217.36294023408564
271,70.19333760133873,265.6914171859973
272,70.47125849617063,227.51893673386977
273,70.77000288597446,211.59419920955668
274,70.85583517864858,287.5793854634028
275,70.93778953861751,167.14598361118865
276,71.14681679616197,235.16199741806028
277,71.83454121468225,183.62640893070972
278,72.2124885517722,205.34782608285724
279,73.21899681281874,206.7984760976103
280,73.29142282965296,256.6768534088327
281,73.69345063724076,170.92418934187944
282,73.77076481159118,184.96046842131514
283,73.8043473045571,147.93689657885818
284,73.85347374172679,220.74464441716384
285,74.16109781740698,187.66994154551128
286,74.330934063782,218.48539319638982
287,74.91454922896723,166.18142497527234
288,74.95961457811617,191.16955402394365
289,75.1085387370345,240.11794386125732
290,75.33961065523043,197.66580803936392
291,75.58773778447426,225.6767563173234
292,75.70342662170847,222.2766008486837
293,75.88710127134368,191.43331109018246
294,76.03372013348687,149.21057834450488
295,76.04980500583768,238.29149178098686
296,76.38072341650037,209.79379420185887
297,77.01726665467324,238.26566647590568
298,77.49796973731071,133.43080325037545
299,77.54657235100282,145.96600262486652
300,78.06147804520525,128.9076120026935
301,78.59473356813528,173.24041854167908
302,79.28108731858585,240.43230093605592
303,80.02927577687913,223.81118329859595
304,80.20136807894995,202.81467987269454
305,80.69315954772638,208.6280683117139
306,81.26231111599047,230.69070299789954
307,81.44662583472862,193.4970681232938
308,81.5278373264735,217.93880512675582
309,81.53146030257341,208.97498305726918
310,81.89185619768324,127.54810035612752
311,81.95794234038645,190.6288883669698
312,82.37549737810745,251.67524480268045
313,82.51169879945364,190.27046362250303
314,82.55772581759079,199.11975846868728
315,82.75915705009373,182.89764248374047
316,83.52872947314616,187.21431103202508
317,83.61618910506552,243.5212360977123
318,83.8709717464019,194.81053925624911
319,83.88038458990188,168.42580127490007
320,83.93845638391639,95.29920603048338
321,83.99085434565323,184.15492192485496
322,84.08008913538667,135.36541618683503
323,84.3985119145454,140.38869332202816
324,84.68312309995407,232.06538883692707
325,84.75789473371064,229.0415395376094
326,84.79876886212378,137.13749520561817
327,85.51954791506478,234.07775889271156
328,85.8638269014016,220.3707379789845
329,85.92030121719951,176.8711092623792
330,86.29192245776096,230.01792823871781
331,86.39077048613464,147.38704526395532
332,86.53947040006248,162.17193217005723
333,86.58972315979186,153.94038380728568
334,86.78948895029848,165.4368441281083
335,86.89784211301277,235.09900029843942
336,86.94838981058118,157.6703999031629
337,87.02349852718261,164.05574018226892
338,87.03178559319934,171.04215069408878
339,87.11486585500094,211.1969737878009
340,87.116420674188,192.46652157979267
341,87.78926014115629,234.5713443025077
342,87.8120553788746,179.49298579654737
343,87.9004786553631,159.26505446228555
344,88.29936660418313,186.76995710833032
345,88.56038870146132,205.64795848440747
346,88.91069340504454,171.75175302618095
347,89.1933461367469,214.0493613491801
348,89.22122386405773,267.85827615396727
349,89.99099231224861,183.91165409159746
350,90.04101217224681,205.7722121077807
351,90.3427963718887,251.5327707596533
352,90.42377229192611,181.49805009464833
353,90.45712975057596,174.49080812019173
354,91.02634440980573,165.85630487784346
355,91.49560506304566,218.05972610781265
356,91.5540732162361,222.1060573225079
357,91.80991315160946,198.87910114907984
358,91.85499813063258,205.52320602452954
359,91.92034385354486,248.59444974581862
360,92.17697362702393,234.34655554161978
361,92.51868224254322,154.91782273248168
362,92.65923469986326,203.6005803174055
363,92.73007213371554,207.58245764317957
364,92.82605517935582,229.06966303199104
365,92.91806559996907,196.01981991844704
366,93.20277136898902,181.23111738525117
367,93.532033513693,187.77093197480121
368,94.29814484659016,141.58022360401566
369,94.35884114662562,202.89255132674234
370,94.5803497388934,182.88808167529243
371,94.94133182685427,220.08875207509382
372,95.09380201425543,167.82089057576465
373,95.55574548866885,188.47434212136847
374,95.73168880878514,169.4632154823954
375,95.77977585041641,166.37575112682984
376,96.12453555645939,228.16219613329704
377,96.24567762804348,187.3748910683988
378,96.40439030896609,219.17565122679397
379,96.48848230885886,164.43358867098883
380,96.51552632397842,206.97871143142925
381,96.70409393174562,144.44860101469447
382,96.80770883646805,186.80361237285913
383,96.96541991330076,185.93086015451158
384,97.2606620692169,223.90119179310517
385,97.43958566071164,209.79195713188506
386,97.58995940615466,197.35374122824882
387,98.07244179299279,232.79199358477698
388,98.33241643138113,210.16604826580144
389,98.49596795949577,222.28190462352975
390,98.89318998199104,230.28576479783584
391,99.04113087763223,201.14073852751585
392,99.04386591935155,193.18167995984646
393,99.14171806515459,214.88284977405098
394,99.76498042891745,188.88074945410762
395,100.38069240392534,217.03743510115848
396,100.4428442579468,242.2183049337654
397,100.50183045908634,233.3442221087313
398,100.68704108669368,190.13171148649715
399,101.004357359462,158.5544886643222
400,101.09896785465877,201.52183682449393
401,101.29284244182234,199.08349162474252
402,101.4108647829297,242.12763159167272
403,101.55363354384306,190.0962957641746
404,101.79164815703624,196.1738562064445
405,101.86396090254468,229.1731360443627
406,102.35379996400506,186.81224870053262
407,102.39894483410406,197.92586216108205
408,102.77116411439502,263.3930185668015
409,103.00358611778992,255.56649047682217
410,103.09416055223464,225.51328327506843
411,103.16108728731244,212.89621595064227
412,103.39546045164461,169.6719225160016
413,103.67535282267582,223.04388647477663
414,104.01684790059251,205.57887970169486
415,104.21403706494492,211.27015204328026
416,104.74192864123,185.47403708065167
417,105.06778699359698,203.18215575937748
418,105.26210345623343,197.1742806458645
419,105.44395456953649,214.64052683834387
420,105.95535578065119,253.52513218845954
421,105.9906502499025,216.2752930519963
422,106.20314382132567,145.7356392664986
423,106.2429752168521,169.76105389395786
424,106.42015008617733,148.33544235523198
425,106.75512648058427,175.96300257675847
426,107.02503499266803,223.21250467805476
427,107.04748305875889,217.6901600275607
428,107.55284846038037,182.78452421770356
429,108.40380480042333,213.0585313020944
430,108.6496607323495,177.32089638250494
431,109.03598105429657,154.15931491200905
432,109.04511406652861,154.65969187841642
433,110.47241638120941,173.8400413407963
434,110.71907585627616,253.47251059058178
435,110.78112767647808,157.0177683503034
436,111.14411548487857,247.2906409531786
437,111.29680658486629,250.24393038079083
438,111.36336022419368,197.50164741903603
439,111.56414282590809,202.14995011233947
440,111.83276338960191,182.45596064448253
441,112.40574149257898,203.0271693857473
442,112.71699172286998,226.88940958093843
443,112.81162618043616,204.2099286577029
444,113.1916407820427,238.7298233416846
445,113.204952525223,245.3409146842252
446,113.44024357343253,215.8978168266455
447,113.67395539204583,215.33347782801846
448,114.03785881563377,201.77056265164552
449,114.08078950961354,216.01174412831878
450,114.14336127622792,164.99139312241124
451,114.35714041441936,218.0838193724509
452,114.44101731165735,211.09050014633308
453,115.004356384092,173.82763386994094
454,115.93785718144557,279.15620654889995
455,116.2693962214274,170.05430776389477
456,116.34437153477295,173.6528176945206
457,116.75648510158831,213.74278366968605
458,116.79258530226633,136.34845131301847
459,117.07169591200395,176.38010825317465
460,117.59001121764334,150.79234399007169
461,117.87280605787997,170.2968990193613
462,118.40018333521529,199.44152089084488
463,118.83855084899486,215.25019896336178
464,118.99305513505254,242.65394497693364
465,119.16399527413435,232.25836366573608
466,119.52575993662128,245.49412379268915
467,120.13176120541725,224.6944301536376
468,120.24018702880468,187.77812726868848
469,120.90965096635631,243.13190074451137
470,121.17143915544249,187.12211919130334
471,121.57676161994557,182.73560361934042
472,121.94264371832276,257.639462450309
473,122.09217051157373,231.74645379641922
474,122.39848297579292,211.8864604542646
475,122.45681632607808,230.5054755340087
476,122.89210220500935,234.94783266747123
477,123.1336560663897,156.62226413804274
478,123.22050119446337,200.9659155909574
479,123.38141427757432,163.03847164537288
480,123.85640618904704,208.54299307854873
481,124.0289234287163,180.824243834982
482,124.35974689700136,251.78397125868287
483,124.77430223971031,222.43910486632535
484,124.87377819398094,175.93417963793388
485,124.87438237141978,203.66529963786053
486,124.90117375980925,161.9572550282253
487,124.9063821776657,205.7268409613917
488,124.9676782737964,223.43781929588357
489,125.62379418976133,213.54042026317185
490,125.67309566930085,136.8632442685377
491,125.70450434523251,192.60940972864898
492,125.74151753416918,222.12062562079774
493,125.88070881542801,215.03195997247576
494,126.16367896772873,244.87997689438902
495,126.25126823312316,159.39122114995308
496,126.56336597968465,222.6694122574249
497,127.03644848882479,181.61035524529407
498,127.28306014004309,211.20655443123988
499,127.39189762244763,218.57208378482628
500,127.62075596851818,228.41879305321982
501,127.86616691262165,184.2230117973835
502,128.19118014168473,210.88441237614575
503,128.27474827867547,163.55237080641982
504,128.8586757637613,155.09857442822738
505,128.86198827398565,223.86788040229146
506,129.08105089788535,202.54798803304573
507,129.13794147432478,147.81784823023685
508,129.55324664319045,174.72852461182924
509,130.1050162752545,205.1556898187535
510,130.1650268533815,258.896830443628
511,130.54343749247587,241.06065034402187
512,130.68424580727665,232.43501770215966
513,131.07898829132068,142.0677324932135
514,131.6158158083057,201.14884711629304
515,131.70929761876837,221.24604991607546
516,131.85543843409275,218.337245652576
517,131.96228984790682,219.11674812394696
518,132.22302482887628,196.41564445376355
519,133.1910194636172,266.12214140702423
520,133.20664234967828,256.2731703300394
521,133.30242625634025,201.3439715027063
522,133.7211888385227,170.36598762821598
523,133.99693392721312,276.5112367429356
524,134.43899125421265,185.34496191799886
525,134.72188298158792,246.56445349821433
526,135.05546871534725,271.5107131318155
527,135.0876934777897,171.70143189365473
528,135.7145049834797,214.90606396906932
529,136.20179509095408,192.6019431872478
530,136.30872481803047,222.78471812405067
531,136.4450888603269,215.98638842482367
532,136.76405154258154,272.8677038927875
533,136.83585795831965,225.44495682858224
534,136.84216442460072,204.48944584725217
535,136.91331786558302,244.19415017408994
536,136.93190253333265,195.2828608951356
537,137.20790710501063,192.02936010136312
538,137.25064311463518,283.1453001011945
539,137.25683323964967,176.08448276253608
540,137.4708474634647,187.7147678873838
541,137.61125686590137,206.3690785279133
542,137.74210784254325,167.85093821690694
543,137.77394136998146,131.02892239011913
544,137.8161543499311,241.78041814975853
545,138.02372308116307,177.3867645395739
546,138.037888058955,185.9093212020567
547,138.2871147172804,191.82870189624782
548,138.58232842583672,170.52418110619755
549,138.62368738110243,167.28677824010614
550,138.89772752234597,210.51554270682794
551,139.11851320856005,288.81479950475705
552,139.52337052829412,230.6913033522387
553,139.81764641046146,231.07238893710374
554,140.3410194120186,152.27056784007507
555,141.13675143953031,204.15313741730685
556,141.16730965972323,163.58431042406488
557,141.72277042391912,232.0513859476526
558,141.86878961733086,197.0519173803384
559,141.87896934633716,206.3696955904939
560,142.44238080306604,201.96306846093555
561,142.4802057625071,184.6390136372408
562,143.0516583323991,151.84309539742236
563,143.17281513807123,225.3827902339542
564,144.81333704299016,156.77408568448317
565,145.20342198921264,163.87360113081883
566,145.27498229296654,194.78337562148215
567,145.4599537609269,180.49634854108027
568,145.78543953056078,214.38494268027793
569,145.90151903260974,240.5967493851652
570,146.29456737421077,213.96055652791
571,146.3180495678068,212.14998939047064
572,146.52311210795298,206.0776574372043
573,147.4633396620979,235.3396480763595
574,147.98814876206467,140.73055838238048
575,148.4666557351486,218.20833661027882
576,148.85372643671613,172.72883849062518
577,149.37260275991716,162.25172536564423
578,149.9211427797277,205.60016634600674
579,150.08670281403747,191.88390884635984
580,150.19972907045187,225.8594474258549
581,150.50616162715968,243.98657478633334
582,150.7880191683687,124.07639236154569
583,151.0622780768155,202.95630139422374
584,151.34846322090866,274.0446049676008
585,151.6732193367961,235.88402598655588
586,151.71167271661201,256.1442217879824
587,151.72070210072363,209.0838539700083
588,152.2782812889395,155.31397363222973
589,152.51521040553573,166.18784347558227
590,152.78476606131508,230.48476357903604
591,153.3041829675399,239.161703674508
592,153.37356156963068,180.00169312986546
593,153.41735239903286,196.21703095664137
594,154.190737466243,214.80022676922837
595,154.46108106143984,144.40452802649384
596,154.49131124548242,193.41163232963558
597,154.99882547086875,262.32456201406336
598,155.13027193784478,282.1909381458124
599,155.46795139899405,201.92374397269884
600,155.76307574800785,269.8319590059073
601,155.99223054052302,187.36347492692676
602,156.1550342297824,177.38889866150845
603,156.66906363387469,127.43639219924498
604,157.12686974540313,239.2912767738121
605,157.60144803070654,192.7304952610994
606,158.8582173076959,287.7799903449471
607,159.3705240902369,217.5209341944152
608,159.4190367149979,212.52042790499047
609,159.97627007560013,142.73693232117182
610,160.21203385784455,258.4735208633816
611,160.5447931313183,193.2898679574364
612,160.84441653259728,200.37052673805556
613,160.90424049153972,128.7880515126669
614,160.91495418718716,238.4391098803456
615,161.00889845741762,240.63294598510296
616,161.0182989041621,184.8258632161967
617,161.11730191030648,209.294887730701
618,161.263724012227,219.79412713026733
619,161.39788056678384,239.7703723785163
620,161.51232694699925,209.7355112775023
621,161.58129557844524,266.38170396493706
622,161.80800665477634,197.61604725855096
623,161.94964166764248,184.8900957895745
624,162.31032380526767,189.79781748591725
625,162.89920320668494,117.34825421657163
626,162.9224499134998,177.93214141835128
627,163.98781160900933,241.4757302431993
628,164.4268011539126,215.53034154201757
629,164.6954398043019,177.6256893840927
630,164.76770898340976,218.5351037519771
631,164.9564193474635,135.65836073612243
632,165.04783937720057,196.3522294127045
633,165.39776755739567,224.71731308348413
634,165.70628783149232,230.79404794483588
635,165.83729576866125,179.26298446478887
636,165.9355324649926,238.3344106278013
637,166.01115304721702,271.8306627502794
638,166.15853074342058,191.46527454720416
639,166.1906877261481,232.34437561474914
640,166.49360267383528,151.91466892419334
641,166.64708733429867,137.7677060493401
642,167.21699240908507,227.91873787774873
643,167.48171026625846,208.0054278816748
644,167.64072289874164,213.50791943633897
645,168.25904870577014,186.1429238420942
646,168.87270159064883,196.30575074942635
647,169.28248085646814,234.99787650625305
648,169.29164159669486,266.76410957664893
649,169.69811845408657,199.0667996963901
650,170.0061321536276,148.88720841822195
651,170.20712358234002,251.2973549664169
652,170.6443401776797,227.80850259791757
653,171.2791129915565,230.62274268913754
654,171.56345787630934,213.1432454234987
655,172.16518576070118,288.13603750952274
656,172.76493803557992,209.4813805409414
657,172.96911268147664,224.85194992645583
658,173.0861554214489,141.96998590079374
659,173.11874308661922,186.58406125495821
660,173.68118830991287,182.8392825915881
661,173.7214125132718,205.84537453755172
662,174.2947624577863,219.1110854437233
663,174.38409760021634,180.68263437431116
664,174.4820575839835,267.5423881746739
665,174.49334529071803,169.62715203712446
